account_number,customer_cif,customer_branch_ifsc,account_category,account_type,account_status,account_opening_date,inoperative_status_date,credit_summation_period,debit_summation_period
58407529744,948316653474,SBIN032256,Current,BSBD,Active,15-11-2020,,5367444.18,6288035.67
108362043543,821333389450,KKBK058617,Current,Premium,Active,11-09-2024,,459784.25,1710578.66
46680957598223,288757903900,HDFC068553,Fixed Deposit,Corporate,Dormant,13-03-2024,13-06-2024,225794.22,53793.23
875475780452,694873363223,IOBA071842,Savings,Regular,Active,18-10-2019,,570502.13,1176228.13
56676449166654,992971482702,HDFC037148,Current,Premium,Active,25-09-2023,,809006.62,3521450.3
97779629338521,992971482702,HDFC037148,Fixed Deposit,Regular,Active,05-01-2020,,1181688.88,6332018.19
425549391796,227256551820,ICIC053504,Salary,Premium,Active,21-12-2024,,629192.98,1553067.71
9230808381832,116348784864,UTIB060384,Savings,Basic,Active,16-10-2020,,5042559.47,4909161.01
9213236463504,116348784864,UTIB060384,Recurring Deposit,Basic,Active,05-02-2017,,3317215.19,3347834.46
97210267029878,522554792113,HDFC031356,Salary,Premium,Active,10-11-2018,,3724754.97,3855734.09
37715818936830,522554792113,HDFC031356,Savings,Premium,Active,02-05-2022,,344061.91,1514013.95
53109915290,432741621772,SBIN013494,Savings,Regular,Active,20-03-2022,,3489712.83,3134010.29
969283800445,538104021790,BARB030034,Savings,Basic,Active,30-03-2024,,219652.01,14316521.67
26079948180,538104021790,BARB030034,Recurring Deposit,Premium,Active,04-08-2021,,4870967.26,4207790.96
778080433116,472064544491,CNRB029257,Savings,Basic,Dormant,24-11-2024,20-02-2025,15630.62,2842.6
94338305674534,660523993506,HDFC040203,Salary,Basic,Dormant,09-02-2021,28-01-2025,251214.18,19745.23
84079658061151,660523993506,HDFC040203,Savings,Premium,Active,10-12-2017,,1618457.85,2166173.48
9249594707651,681006531228,UTIB075049,Savings,Regular,Active,25-11-2023,,1501188.71,7433588.94
9287600593032,681006531228,UTIB075049,Savings,Regular,Active,05-10-2020,,2850462.99,3574420.94
22159932410608,877731056406,HDFC077037,Savings,Premium,Active,02-03-2021,,3194443.3,3773149.01
24732629257425,877731056406,HDFC077037,Current,Premium,Active,12-07-2017,,1654847.15,638459.94
81910424239,885140166842,IOBA057632,Savings,Basic,Active,11-08-2021,,1559651.63,7618211.18
16846477715,481066286316,IOBA052692,Fixed Deposit,Regular,Active,13-07-2020,,2420808.67,3640642.84
606280990303,481066286316,IOBA052692,Current,Regular,Active,01-09-2018,,1743127.32,7933454.56
394679538048,423469622555,ICIC078854,Recurring Deposit,BSBD,Active,11-08-2020,,1431001.21,11327946.56
112573430034,423469622555,ICIC078854,Current,Premium,Active,06-01-2023,,1974188.31,10580870.64
9593921802212,965841822850,CNRB059098,Recurring Deposit,Basic,Active,23-12-2023,,5860219.07,5928427.07
4797332001673,965841822850,CNRB059098,Current,Premium,Dormant,16-09-2023,13-08-2024,0.0,0.0
85985008546,666893436741,SBIN080638,Savings,Premium,Active,03-09-2017,,595976.03,2515003.07
49846513498124,200762626712,CNRB068062,Savings,Basic,Frozen,13-02-2024,,0.0,0.0
147928411101,200762626712,CNRB068062,Recurring Deposit,Regular,Active,11-12-2019,,1196372.78,8387555.03
36235347487,975402538007,IOBA038629,Current,Regular,Active,20-02-2020,,1896415.39,2483423.1
142986648038,975402538007,IOBA038629,Salary,Basic,Active,21-03-2023,,6660243.92,5368500.83
5525855923960614,233112605763,PUNB036267,Savings,Basic,Active,21-08-2019,,410373.63,3793494.86
2014475428304695,233112605763,PUNB036267,Savings,BSBD,Active,18-04-2019,,4129585.11,4581027.99
17602210106155,340444853021,BARB018017,Savings,Regular,Active,08-09-2020,,929071.6,4773842.2
9464112649778,340444853021,BARB018017,Salary,Premium,Active,12-04-2019,,1061572.95,10231656.8
6596239425972,648274942452,BKID042610,Fixed Deposit,Regular,Active,01-12-2019,,2481328.39,2303326.62
86689899015,648274942452,BKID042610,Savings,BSBD,Active,06-05-2018,,561074.5,11575652.98
86059705369551,585169014723,BARB079707,Salary,Basic,Active,13-10-2020,,4658184.95,4715307.6
3671866320886,513232305422,BKID022968,Savings,Basic,Active,18-10-2024,,1200722.19,12132926.52
453822671329,458069302124,ICIC082223,Savings,Premium,Active,07-06-2024,,524093.78,4358238.69
818399017434,458069302124,ICIC082223,Recurring Deposit,Basic,Active,11-03-2020,,1000145.11,1934562.8
947988503725,954648076759,ICIC069717,Savings,Regular,Active,15-04-2022,,1967065.21,3783540.96
599894846261,954648076759,ICIC069717,Savings,Premium,Active,31-05-2022,,678672.05,3887861.19
9212045879276,586929089756,UTIB063202,Savings,Basic,Dormant,20-02-2024,21-04-2024,209345.88,0.0
9163156255173,586929089756,UTIB063202,Savings,Regular,Active,17-12-2024,,98678.54,809042.44
57036011900,134399488300,SBIN047060,Savings,Premium,Active,02-08-2022,,3316490.93,3243983.85
26634646028,134399488300,SBIN047060,Savings,Premium,Active,12-03-2019,,406903.8,1680829.49
9158866939901,617493623745,UTIB016026,Current,Basic,Active,29-08-2021,,1491910.61,907306.96
67956913255,293360062965,BARB051695,Savings,Premium,Active,11-06-2023,,45040.77,5060892.76
68172520129,293360062965,BARB051695,Savings,Premium,Active,16-03-2023,,4013824.26,4344664.57
545759825643,967743828326,IOBA015502,Salary,Basic,Active,25-06-2023,,11315419.14,11378434.12
74013248727,271453107527,BKID090602,Salary,Premium,Active,02-06-2024,,744146.32,3400016.86
26740267348332,271453107527,BKID090602,Salary,Regular,Active,16-12-2024,,6958741.25,7151345.13
295782088317,783024190366,KKBK029898,Fixed Deposit,Regular,Active,12-10-2024,,5946421.88,14501346.38
73174501681,235152242321,CNRB074828,Recurring Deposit,Regular,Active,21-02-2024,,5532707.8,6193504.93
14226806799875,443069293037,HDFC076822,NRO,Regular,Active,05-12-2024,,878010.97,12011948.9
48362247566102,443069293037,HDFC076822,NRO,Regular,Active,09-02-2024,,3786151.3,3895399.93
7030554722734,545926076258,BARB073679,Savings,Basic,Dormant,15-09-2017,09-12-2017,2020.59,0.0
51204879501,292241246976,IOBA069049,Fixed Deposit,Corporate,Active,09-03-2023,,673321.17,8099338.61
9162832411815,362923964037,UTIB042242,Current,Regular,Active,05-10-2024,,688145.23,7347257.5
9276837261087,362923964037,UTIB042242,Current,Regular,Active,10-10-2024,,11222494.56,9228406.9
10104411939814,492637614571,BARB087465,Savings,Premium,Active,20-02-2023,,95100.26,1381210.36
680329407836,512061869656,CNRB094025,Savings,Regular,Active,29-09-2022,,315923.24,295683.74
96936098300,512061869656,CNRB094025,Current,Premium,Active,24-04-2024,,582684.07,11010754.14
10223306749,715793539156,SBIN099953,Fixed Deposit,Corporate,Active,30-08-2024,,117145.5,688183.46
74288660573,715793539156,SBIN099953,Current,Corporate,Active,05-08-2024,,1002344.93,8857643.03
680967032319,170669174848,BARB084010,Savings,BSBD,Frozen,03-07-2018,,0.0,0.0
47352216179,424097674648,SBIN064655,Fixed Deposit,Regular,Active,19-08-2019,,5792890.24,6213953.15
76920329349,424097674648,SBIN064655,NRE,Premium,Active,01-08-2021,,336240.95,1142009.37
9252590160678,171233849386,UTIB063980,Salary,Basic,Active,03-07-2018,,8263818.15,12086096.3
668363904953,882446297286,ICIC099716,Recurring Deposit,Premium,Active,01-09-2023,,7207192.28,7340328.35
704848214498,882446297286,ICIC099716,Fixed Deposit,Premium,Active,18-05-2021,,287536.44,722730.28
84463127012,723830678966,BKID072772,Current,Premium,Closed,18-04-2022,,0.0,0.0
67429511807705,841161489277,BKID050032,Salary,Basic,Active,10-02-2018,,2677162.82,3554148.24
26597882428,591813789394,SBIN076579,Fixed Deposit,Regular,Active,18-03-2023,,1954825.47,3847660.76
98962052141,591813789394,SBIN076579,Salary,Basic,Frozen,23-05-2023,,0.0,0.0
225970829207,104722573365,BARB018567,NRO,Regular,Active,30-10-2024,,7249520.9,7193964.9
26918244943030,354180623448,CNRB046743,Savings,Regular,Active,15-11-2022,,2428433.79,4988960.54
339355282239,354180623448,CNRB046743,Savings,BSBD,Closed,15-10-2023,,0.0,0.0
6754272598201,145298195937,CNRB012518,Current,Corporate,Active,09-08-2024,,1250999.08,1384235.45
477414074462,145298195937,CNRB012518,Current,Regular,Active,14-12-2024,,9672353.34,7944453.02
65192587280,656764713976,SBIN074516,Current,Regular,Active,23-12-2016,,2030247.11,405966.41
66128587515,656764713976,SBIN074516,Current,Corporate,Active,28-04-2022,,8120535.31,11261023.92
20382576294,739256592532,SBIN098582,Savings,Regular,Active,03-07-2024,,201166.45,1551369.1
1320707256669,220047727224,BKID084271,Fixed Deposit,Corporate,Active,02-07-2018,,57906.11,2097126.57
18906782191,220047727224,BKID084271,Current,Regular,Active,07-09-2017,,3712044.6,23649634.08
5760065193856,605021104961,BARB041876,NRE,Regular,Active,03-03-2022,,1129976.18,5096738.55
683538241624,391284561819,ICIC098813,Current,Premium,Frozen,13-06-2023,,0.0,0.0
457970425978,391284561819,ICIC098813,Savings,BSBD,Active,28-12-2022,,663514.1,6546015.62
77541620608,307372630373,SBIN096174,Salary,Regular,Active,18-03-2021,,663468.05,2878349.16
36653179332,307372630373,SBIN096174,Savings,Basic,Active,04-12-2024,,561107.11,15987134.77
137784322952,303554251170,KKBK060937,Current,Corporate,Active,22-10-2024,,4096501.44,762973.45
1084085513342,303554251170,KKBK060937,Current,Regular,Active,02-03-2024,,10630576.56,359256.5
66380118533,405940548484,SBIN067986,Salary,Premium,Active,14-01-2022,,1006205.82,11124043.55
678249036172,997847793358,KKBK046820,Savings,Basic,Active,21-01-2024,,5596688.47,6724648.82
3152504017042,391612756355,BKID053023,Savings,Basic,Active,25-11-2022,,2140473.4,12633265.86
88186027994560,391612756355,BKID053023,Savings,Premium,Active,05-04-2022,,6266442.32,5362530.49
9266957456532,446730530549,UTIB020102,Current,BSBD,Active,29-09-2022,,461543.38,533322.79
9198686281431,446730530549,UTIB020102,Salary,Premium,Active,07-01-2023,,766825.58,7171992.28
33497276767390,264413419962,CNRB022329,Current,Corporate,Active,10-06-2024,,12984306.16,24599700.68
249588236037,264413419962,CNRB022329,Fixed Deposit,Regular,Active,27-08-2019,,2309302.08,6742834.85
3490100816841793,283205495859,PUNB080353,Savings,Regular,Active,24-10-2022,,4926836.55,5792817.48
6528122430545841,283205495859,PUNB080353,Salary,Regular,Active,05-09-2023,,596346.0,1219058.06
61374347804616,920926647596,HDFC070772,Savings,BSBD,Active,29-08-2016,,6398458.33,6885448.23
7579903026397162,253001131672,PUNB013925,Fixed Deposit,Premium,Active,29-08-2020,,10215348.03,10347626.45
7623913124333288,253001131672,PUNB013925,Savings,Basic,Active,28-04-2022,,1147127.6,2979935.66
50750608651,811889757270,SBIN051678,Salary,Premium,Active,09-11-2020,,744179.0,4537066.63
70225006649,811889757270,SBIN051678,Savings,Basic,Dormant,01-05-2019,18-08-2022,113432.18,0.0
7022888717693,552127987938,BKID015208,Savings,Premium,Active,26-12-2024,,1716080.16,5815536.81
1335497184093,149910986514,BKID024990,Savings,Regular,Active,05-06-2024,,3326614.34,2882567.08
1177989107389264,290816839865,PUNB066393,Fixed Deposit,Premium,Active,23-03-2019,,824132.21,9282567.3
7311284633700363,290816839865,PUNB066393,NRE,Premium,Frozen,05-02-2024,,0.0,0.0
2296567851751,573005922671,BKID014085,Salary,BSBD,Active,06-12-2022,,796164.53,11467429.9
87631965165,573005922671,BKID014085,Salary,Basic,Active,18-01-2024,,666056.51,1563682.59
185908121569,547282843500,IOBA032811,Salary,Basic,Active,19-10-2024,,6009048.34,8322802.01
66424183168331,687405072756,CNRB026663,Current,Premium,Active,04-07-2020,,2097514.16,4218739.05
46293470599,687405072756,CNRB026663,Savings,Regular,Active,07-05-2023,,933466.6,6952122.26
2665207732468968,978154372081,PUNB043714,Salary,Basic,Active,14-10-2022,,991594.73,10296198.25
4211372122244886,978154372081,PUNB043714,Salary,Basic,Active,28-08-2021,,2694184.69,4288090.16
3730435749340388,327139359389,PUNB053167,Savings,Premium,Dormant,13-08-2022,22-02-2023,140663.65,12285.07
666323337944,566840884565,ICIC088046,Current,Corporate,Active,26-11-2024,,10853921.88,18338262.93
340890588536,763466259668,IOBA025328,Current,Regular,Active,22-08-2021,,6314966.17,3639210.11
17168244459,533598482457,SBIN013382,Current,Premium,Active,15-06-2024,,9067927.65,9114072.36
6953548035295,642680978084,BARB025185,Fixed Deposit,Premium,Active,29-12-2023,,8219057.91,8269717.26
66354708849263,642680978084,BARB025185,Savings,BSBD,Frozen,09-07-2022,,0.0,0.0
41403680702,389116778486,IOBA010042,Current,Basic,Active,31-03-2024,,5433748.44,5251595.78
37615139393,389116778486,IOBA010042,Salary,BSBD,Active,30-12-2022,,802126.61,7677392.99
27694255905,762253494891,BKID032232,Savings,Regular,Dormant,13-08-2023,02-04-2024,32246.32,0.0
9845568273532675,275039163925,PUNB019019,Savings,BSBD,Active,21-09-2015,,4736904.07,4954715.99
8416251881432167,275039163925,PUNB019019,Salary,Basic,Active,28-11-2021,,1957941.04,2193057.66
89175059660,108158742142,SBIN084937,Savings,Premium,Active,08-11-2022,,60071.72,8582468.28
40286073412184,760085604014,HDFC080923,Savings,Basic,Dormant,17-02-2024,06-03-2024,0.0,0.0
76626814635,159610667045,SBIN044622,Savings,Premium,Active,18-05-2023,,829249.89,5706404.59
53256769213,376213385452,SBIN076641,Salary,Regular,Active,30-06-2018,,1239858.85,5663906.75
94944487558,376213385452,SBIN076641,Savings,Premium,Active,08-01-2018,,1734723.94,1138950.01
55288146646768,885117801867,BARB013444,Savings,Regular,Active,31-08-2023,,213381.8,5354014.43
286484090879,885117801867,BARB013444,Fixed Deposit,Basic,Active,02-08-2023,,1203783.34,8236373.41
59951273861205,299296423121,HDFC068477,Current,Premium,Active,06-06-2024,,1043708.15,1820608.71
90329527236406,299296423121,HDFC068477,Current,Basic,Active,02-11-2023,,4970619.13,5702994.03
53328397748,867548038736,SBIN090255,Savings,Regular,Active,12-05-2023,,899898.62,2259416.38
91404104100268,115675523038,BKID089468,Savings,Regular,Active,29-08-2017,,5005616.58,5068239.74
45623948789,115675523038,BKID089468,Savings,Basic,Active,02-11-2017,,1802957.73,2455948.32
37354264590,422077649068,SBIN022638,Current,Basic,Active,17-03-2019,,839494.72,2331438.77
64946477876,422077649068,SBIN022638,Current,BSBD,Active,25-09-2019,,3232786.56,4010020.61
9255258630365,296634145978,UTIB069006,Recurring Deposit,Basic,Active,04-09-2021,,4255949.19,4258552.64
843329687595,215434775062,ICIC014031,Savings,BSBD,Active,24-11-2023,,4090847.51,3973890.29
84325439623577,736591038802,CNRB060155,Salary,Premium,Active,21-09-2023,,2145928.0,3765212.26
9216380767743,621402199787,UTIB081258,Fixed Deposit,Regular,Active,12-01-2023,,1378509.3,1746541.78
9124037960815,621402199787,UTIB081258,Salary,BSBD,Active,28-03-2022,,412914.31,309656.7
16734843970,451158056894,SBIN055648,Recurring Deposit,Regular,Active,12-05-2023,,228191.1,4886428.34
692313423751,111297240440,ICIC040753,Current,Basic,Active,20-09-2018,,6684081.81,6179751.9
9283979020126,936234204602,UTIB041869,Current,Premium,Active,23-03-2024,,3473999.43,3290034.41
9146667962843,936234204602,UTIB041869,Savings,Regular,Active,23-05-2021,,5089653.69,6379732.47
6333818870215,200492407353,BARB046742,Fixed Deposit,Premium,Active,16-07-2024,,1537265.58,2042485.89
17846421639,200492407353,BARB046742,Savings,BSBD,Active,03-07-2020,,1345872.51,1692603.04
40844054270,350935808881,BARB045172,Current,Regular,Active,01-12-2021,,852714.47,7769649.68
9878590476600829,197956195133,PUNB098549,Salary,Regular,Active,13-09-2019,,4554640.32,4294291.51
2910148668918514,197956195133,PUNB098549,Current,BSBD,Active,20-02-2023,,860864.27,6457715.8
35831837301420,496704392011,KKBK074504,Current,BSBD,Active,29-01-2024,,2087998.33,2597613.75
11760890634272,924049986342,BARB023695,Fixed Deposit,Regular,Active,06-07-2023,,11968881.5,14964432.35
97134586146,191750127982,SBIN046998,Salary,Basic,Active,10-11-2020,,1367640.06,2172671.34
59699086187,191750127982,SBIN046998,Savings,Basic,Active,06-02-2023,,911928.63,18768209.55
403864232673,768328589797,ICIC037921,Current,BSBD,Active,06-03-2024,,657780.65,837917.94
99147222109361,381802101011,HDFC078850,Savings,BSBD,Active,26-12-2024,,2521342.04,8176331.46
40526056087245,381802101011,HDFC078850,Salary,Regular,Active,27-11-2024,,2215672.1,2304212.33
15212106496167,818091877333,BKID029847,Current,Corporate,Active,30-08-2021,,3279689.04,11179552.48
624726840135,450558872845,KKBK038698,Current,BSBD,Active,18-12-2022,,784511.07,1273261.89
38412333733404,179545116861,IOBA026922,Salary,BSBD,Active,08-07-2022,,1527477.01,3023852.39
991723269202,179545116861,IOBA026922,Savings,BSBD,Active,05-04-2018,,381575.87,3002768.73
5191373918469034,307681716620,PUNB075416,Salary,Premium,Active,22-02-2022,,477479.91,2106336.53
9294678156838,351838343121,UTIB047204,Current,Corporate,Active,28-06-2024,,16307446.6,6443755.86
38752898859,885433319381,BARB020768,Savings,Regular,Active,28-04-2019,,8233960.45,625511.56
17061264932532,916773757222,CNRB078488,Current,Corporate,Active,21-10-2021,,333293.73,1617279.11
79624927279,993699881482,IOBA068722,Fixed Deposit,Regular,Active,01-02-2020,,1719019.53,3536029.29
17062821456345,620782982528,HDFC015264,Savings,Premium,Closed,02-05-2024,,0.0,0.0
287362728588,474316311363,ICIC038172,Current,Corporate,Active,30-08-2017,,100426.39,10984418.93
561625637659,474316311363,ICIC038172,Fixed Deposit,Regular,Active,19-05-2019,,169713.82,682562.46
410281022634,403993246436,CNRB022803,Recurring Deposit,Regular,Active,21-06-2024,,795533.84,10227108.13
68584629335,403993246436,CNRB022803,Current,Basic,Active,05-05-2020,,648091.52,1443621.18
62615734778,434071484653,CNRB033314,Salary,Basic,Active,17-12-2024,,1112582.15,982758.88
351381345513,434071484653,CNRB033314,Current,Regular,Active,29-12-2022,,1260925.67,1299156.1
9160985728862,837144522878,UTIB026340,Current,BSBD,Active,16-06-2024,,1510658.16,5979230.49
9252647488815,367194970610,UTIB013772,Savings,Basic,Active,04-09-2020,,8863608.09,8660827.18
9196007386278,367194970610,UTIB013772,Salary,Basic,Active,30-03-2020,,1126101.47,1738379.21
84156874107,586743101446,BARB078484,Fixed Deposit,Regular,Closed,29-09-2024,,0.0,0.0
39463090242600,586743101446,BARB078484,Fixed Deposit,Corporate,Active,10-10-2024,,587599.22,6556627.79
40178304568161,648050562977,BKID069465,Salary,BSBD,Active,09-05-2022,,350958.52,8054313.98
8948729578648,648050562977,BKID069465,Savings,Regular,Active,24-11-2023,,2492292.06,1949743.66
749496973057,947686031154,CNRB091571,Recurring Deposit,BSBD,Active,03-05-2021,,2173828.9,2221291.16
9232281478653,955014629730,UTIB017172,Salary,Basic,Active,01-04-2022,,153513.59,1089555.35
88861198132,776707480003,SBIN041143,Current,BSBD,Active,12-06-2021,,5106199.83,5449408.23
768585080951,117820068418,CNRB039695,Salary,Regular,Active,12-11-2021,,290151.16,12324842.26
271231653271,581165926507,CNRB073815,Savings,BSBD,Active,27-08-2024,,10456889.13,10765811.76
71022697501514,581165926507,CNRB073815,Savings,BSBD,Active,24-04-2024,,1745157.98,2253921.79
1245212454399,857387479426,KKBK071325,Savings,BSBD,Active,25-11-2021,,4462110.24,4756798.66
37900299187,857387479426,KKBK071325,Recurring Deposit,Basic,Active,21-09-2023,,1755.34,12178220.87
75417740282,859108438123,SBIN018073,Current,BSBD,Active,17-10-2018,,1389024.74,2767575.39
51169099631,859108438123,SBIN018073,Current,BSBD,Closed,05-01-2017,,0.0,0.0
85837748624,723676603800,SBIN070876,Savings,BSBD,Active,27-10-2023,,775808.61,1783687.48
480327699809,521795655303,BKID021567,Savings,Basic,Active,23-11-2022,,1593236.78,11187663.61
40419926121,304078981528,SBIN088723,Current,Basic,Active,29-01-2023,,1538732.84,1421075.19
9277952174525,241772403996,UTIB078134,Recurring Deposit,BSBD,Dormant,15-09-2023,19-11-2023,9868.52,76019.46
9195666120362,241772403996,UTIB078134,Salary,Regular,Active,02-05-2020,,74116.44,12372851.64
80953179875,974104319012,BKID024926,Salary,Premium,Active,19-07-2022,,594870.96,1667075.65
211391210128,985559555632,BARB035128,Savings,Regular,Active,12-02-2023,,3911239.29,3492851.32
96569861641300,985559555632,BARB035128,Savings,Premium,Active,07-12-2019,,7329921.97,6969485.41
52526360469,415393266058,SBIN067866,Fixed Deposit,BSBD,Active,14-05-2021,,2288822.93,2038129.28
68502447345,415393266058,SBIN067866,Savings,Regular,Active,08-11-2024,,773479.16,10122078.05
912928685317,257099388002,ICIC027076,NRE,Premium,Active,15-08-2021,,1365402.26,1658132.49
234999708267,315682887926,ICIC066576,Savings,Regular,Active,03-06-2023,,2166505.85,3038575.1
12307346435090,360555216307,CNRB083381,Savings,Premium,Active,06-04-2023,,942695.07,3356433.16
70508121115,797137027591,BKID022931,Salary,Basic,Active,12-07-2018,,3056000.43,3159900.93
65859647193060,797137027591,BKID022931,Savings,BSBD,Active,11-07-2024,,1958305.02,9570221.68
2566255560888,706149278905,IOBA051395,Recurring Deposit,Regular,Active,07-07-2024,,1281121.37,1475144.34
43294378957942,706149278905,IOBA051395,Fixed Deposit,Basic,Active,12-12-2024,,1704135.01,3464726.26
6402477125228,773326740316,BARB023578,Savings,Regular,Active,30-05-2024,,964590.66,1042918.74
54925746113523,773326740316,BARB023578,Current,Regular,Active,08-07-2024,,1020550.82,2809849.7
635942019167,964564544479,ICIC079199,Current,Regular,Active,23-12-2024,,1758094.58,2854617.33
192682004633,964564544479,ICIC079199,Salary,Premium,Active,11-12-2024,,1252012.01,3686245.85
805857344789,310742242302,ICIC019424,Savings,Premium,Active,06-08-2024,,6106904.77,5727347.41
64977357270,829652435145,SBIN079241,Current,Regular,Active,15-06-2024,,674084.12,15262362.78
74348053970,139522143848,SBIN029316,Savings,Basic,Active,16-03-2023,,5305540.7,5661907.89
527460369150,640420866800,CNRB085644,Savings,Basic,Active,29-01-2022,,1647965.68,6754287.26
7841365506583710,352082714926,PUNB032339,Salary,BSBD,Active,14-12-2023,,2073604.22,2896465.54
9020119087274688,352082714926,PUNB032339,Current,Basic,Active,04-11-2024,,708954.69,328432.96
71172734962,882322390063,SBIN084232,Fixed Deposit,Regular,Active,15-10-2021,,1949851.57,3977497.9
78764203109,882322390063,SBIN084232,Current,Premium,Active,23-07-2019,,189753.06,3077398.5
529754103188,538139833735,BARB058120,Salary,BSBD,Active,04-11-2017,,7897009.56,8613989.47
54996630447566,538139833735,BARB058120,Savings,BSBD,Active,18-06-2021,,7959187.28,7642204.99
928173819214,593028891533,CNRB014182,Current,Regular,Active,27-09-2023,,1006113.19,10911309.9
91717169395021,593028891533,CNRB014182,Fixed Deposit,BSBD,Active,25-12-2023,,1434101.23,2259011.2
717972288675,239460483818,ICIC080005,Savings,Regular,Active,14-01-2019,,1960225.17,2874006.18
5805698035089,287247862541,IOBA078186,Salary,BSBD,Active,02-08-2024,,1167284.97,9058427.91
7745511747806,287247862541,IOBA078186,Salary,Regular,Active,02-07-2024,,2695897.56,2658764.3
81285558962,611568028238,SBIN036595,Salary,Basic,Active,16-05-2021,,99927.95,210967.41
190678229752,133778780722,BKID013142,Salary,Premium,Active,22-03-2023,,922012.09,3306211.13
6053472120805,322081409478,KKBK083816,Current,Regular,Active,22-06-2024,,12858494.12,12924656.64
46414585091173,322081409478,KKBK083816,Savings,Basic,Active,04-05-2022,,741814.91,13535504.36
8685120862469,780117499979,CNRB052827,Salary,Regular,Active,11-09-2024,,1567326.75,2798965.78
2950938613966,780117499979,CNRB052827,Savings,Regular,Active,01-10-2024,,943501.9,1311088.27
3959895736045,383028282996,CNRB087028,Savings,Regular,Active,31-10-2023,,5212765.82,6484492.34
1244271525609,383028282996,CNRB087028,Savings,Basic,Active,04-11-2023,,1541114.04,6007561.44
44850948574,261177319959,KKBK024596,Fixed Deposit,Regular,Closed,18-02-2022,,0.0,46179.71
253414543238,261177319959,KKBK024596,Fixed Deposit,Basic,Active,29-07-2021,,1458199.8,5790201.43
869990309840,429492681349,IOBA035908,Savings,Regular,Active,01-04-2023,,3775954.23,4567498.2
452788534937,429492681349,IOBA035908,Current,BSBD,Active,11-06-2023,,288020.4,921156.35
99816590211,127415033181,SBIN020825,Fixed Deposit,Corporate,Active,04-03-2022,,483307.46,553414.42
15038159979865,366946931313,CNRB097224,Salary,Regular,Dormant,15-09-2020,28-01-2025,366.71,0.0
48326114488,744356376143,CNRB051058,Fixed Deposit,Regular,Active,29-11-2019,,811213.09,3690868.55
83480420391111,768203753503,KKBK072278,Recurring Deposit,Basic,Active,13-02-2024,,7205920.68,7494883.8
64057301210719,661661506374,HDFC030976,Savings,Basic,Active,11-05-2018,,533384.06,945955.24
90813172575,190022453233,SBIN083404,Salary,Premium,Dormant,26-07-2024,18-09-2024,56150.87,0.0
90309121145,190022453233,SBIN083404,Fixed Deposit,Basic,Active,26-07-2024,,673406.36,601366.94
10437943612684,513894632753,BARB086602,Savings,Regular,Active,13-06-2024,,1690957.36,9954094.23
780422774020,513894632753,BARB086602,Fixed Deposit,BSBD,Active,15-11-2024,,872409.96,3375699.18
47716283882,223005401501,SBIN040479,Recurring Deposit,Basic,Frozen,28-10-2023,,0.0,0.0
50335335004,223005401501,SBIN040479,Savings,Basic,Active,26-05-2024,,3982278.51,5197571.36
16914814825,409248776142,CNRB031456,Savings,Basic,Active,17-12-2019,,3232003.46,3374435.99
37380337985,409248776142,CNRB031456,Savings,Premium,Active,24-02-2023,,2126954.59,7686668.14
34364097760512,431051422137,HDFC078997,Salary,Basic,Closed,05-11-2024,,0.0,0.0
25197835908640,431051422137,HDFC078997,Salary,Basic,Active,14-08-2021,,1093176.68,2344409.49
9959934565993,413752030329,KKBK086925,Fixed Deposit,Regular,Active,25-06-2021,,1177049.23,8602421.26
1938288369938,413752030329,KKBK086925,Current,Corporate,Active,18-04-2023,,7548192.15,16783172.34
6734015828340,395864861124,CNRB095849,Fixed Deposit,Premium,Active,20-03-2018,,5357930.29,5498269.83
907350594944,658461149461,IOBA098768,Savings,Basic,Active,24-02-2019,,1689367.77,2949581.87
979160181672,349537156378,CNRB090530,Recurring Deposit,Basic,Active,20-10-2021,,3537046.24,4189324.64
287806138712,250764438493,ICIC012253,Recurring Deposit,Premium,Active,21-03-2024,,1372448.5,2417139.8
9202453834849,507013449389,UTIB035761,Salary,BSBD,Active,24-07-2018,,795806.22,839448.0
99901125081,193155434907,SBIN010742,Current,Regular,Active,24-04-2022,,1517579.09,7422816.33
58060410055364,534097241617,HDFC078192,Fixed Deposit,Premium,Active,30-06-2024,,1815947.38,1612585.59
466313532412,606824495061,ICIC072105,Current,BSBD,Active,15-11-2024,,1493113.03,2459552.91
201248512941,606824495061,ICIC072105,Savings,BSBD,Active,09-05-2024,,237717.96,3682455.26
9229387667205,442814564749,UTIB066334,Savings,Regular,Active,01-08-2018,,1748196.82,9921319.28
9267344722641,442814564749,UTIB066334,Savings,Premium,Active,10-06-2023,,852683.46,216436.08
35295615297,533494326669,IOBA019166,Savings,Regular,Active,15-01-2019,,1509810.7,9490670.1
244147013962,533494326669,IOBA019166,Current,Premium,Active,14-03-2018,,859013.09,6276781.68
92553557083105,938484903876,HDFC051573,Savings,BSBD,Active,17-06-2023,,660949.34,1641791.15
344090047451,517880016533,ICIC079672,Savings,Basic,Active,05-10-2023,,6414923.75,6601580.06
1014063114686230,877320425768,PUNB078741,Salary,BSBD,Active,17-09-2021,,795510.31,2525192.0
1772808588676383,877320425768,PUNB078741,Salary,Premium,Active,08-02-2024,,5287177.64,5160524.82
903676036517,567900705977,ICIC042649,Savings,BSBD,Active,14-01-2022,,2365611.83,3423492.36
421173831917,567900705977,ICIC042649,Savings,Premium,Active,02-01-2018,,1660557.64,11227649.97
