wallet_id,customer_cif,wallet_kyc_category,wallet_status,wallet_opening_date,escrow_account_linked,per_txn_limit,daily_txn_limit,monthly_txn_limit,annual_txn_limit,max_balance_limit,linked_bank_account
WLT882656317809,744160039276,Full KYC,Active,02-09-2022,ESC2177436577297,200000,200000,200000,2400000,200000,7466996336982743
WLT622428367608,119969670188,Minimum KYC,Active,24-07-2024,ESC9806025460158,10000,10000,10000,120000,10000,94073794535042
WLT056094480148,117485588458,Full KYC,Active,28-08-2017,ESC1642971667580,200000,200000,200000,2400000,200000,36131736719
WLT295300252905,342192484118,Minimum KYC,Active,13-06-2017,ESC2403326958002,10000,10000,10000,120000,10000,55413295018903
WLT753007748808,322275628554,Full KYC,Active,14-12-2024,ESC7329973126386,200000,200000,200000,2400000,200000,988843006985
WLT178352389369,732454704960,Minimum KYC,Active,10-07-2019,ESC7149319013663,10000,10000,10000,120000,10000,9140609750980
WLT943758389792,344363675507,Full KYC,Suspended,21-12-2018,ESC3387955062904,200000,200000,200000,2400000,200000,4012624904518
WLT367805205319,465192839509,Minimum KYC,Active,17-08-2024,ESC4362575206272,10000,10000,10000,120000,10000,24923268111
WLT530061086696,431128803410,Full KYC,Active,02-03-2019,ESC6537642172626,200000,200000,200000,2400000,200000,164634747293
WLT386469282041,686674540072,Full KYC,Active,01-07-2021,ESC6991933730835,200000,200000,200000,2400000,200000,215641877154
WLT824666865059,808216983378,Minimum KYC,Active,15-10-2022,ESC5011691705685,10000,10000,10000,120000,10000,74566590674463
WLT384827634179,561994013894,Full KYC,Active,27-05-2023,ESC8795512494527,200000,200000,200000,2400000,200000,781299711615
WLT968635036333,232679094118,Minimum KYC,Active,17-04-2024,ESC9830981668710,10000,10000,10000,120000,10000,55321813740016
WLT815992399531,420059899450,Minimum KYC,Active,19-08-2023,ESC4400741708901,10000,10000,10000,120000,10000,996405786700
WLT750290046268,464640613170,Minimum KYC,Active,23-01-2024,ESC4194800347162,10000,10000,10000,120000,10000,49357072204
WLT947669889198,474072306518,Minimum KYC,Active,10-01-2024,ESC7731199206857,10000,10000,10000,120000,10000,6080547763729642
WLT525230566139,162253905574,Minimum KYC,Active,21-10-2019,ESC1039774457135,10000,10000,10000,120000,10000,814674002508
WLT084668440462,445858896204,Full KYC,Active,27-03-2024,ESC3679373554553,200000,200000,200000,2400000,200000,77415628202005
WLT162912794197,229074384926,Minimum KYC,Active,04-07-2024,ESC4934495252475,10000,10000,10000,120000,10000,676719450801
WLT906761033442,716240107740,Full KYC,Active,05-09-2019,ESC1186664024702,200000,200000,200000,2400000,200000,80742724425687
WLT516383594215,553798565317,Full KYC,Active,25-01-2025,ESC6439556771390,200000,200000,200000,2400000,200000,4619786774772
WLT982429640625,409248776142,Minimum KYC,Active,15-03-2021,ESC1129502471811,10000,10000,10000,120000,10000,16914814825
WLT512225918422,383028282996,Full KYC,Active,12-06-2022,ESC1079274051067,200000,200000,200000,2400000,200000,3959895736045
WLT745777869232,209972688698,Full KYC,Active,28-12-2023,ESC5842510370197,200000,200000,200000,2400000,200000,9226828522171
WLT588983318229,888106355132,Full KYC,Active,31-12-2023,ESC2804278098055,200000,200000,200000,2400000,200000,7479260568965435
WLT833828966317,660953208900,Minimum KYC,Active,28-07-2020,ESC3481161916661,10000,10000,10000,120000,10000,61676304105
WLT924469161111,169464176314,Minimum KYC,Active,09-09-2020,ESC8638924149405,10000,10000,10000,120000,10000,2683135241980
WLT982381222893,845726600759,Full KYC,Active,07-05-2021,ESC1587508335738,200000,200000,200000,2400000,200000,4835456727364557
WLT589421256827,623289343942,Minimum KYC,Active,26-01-2023,ESC6762546133663,10000,10000,10000,120000,10000,21239127343476
WLT196187485061,138470603803,Full KYC,Active,02-12-2024,ESC8270855179488,200000,200000,200000,2400000,200000,62291123216
WLT832913961416,179772463817,Minimum KYC,Active,08-11-2021,ESC4037328436579,10000,10000,10000,120000,10000,29679038275583
WLT990216774991,648272681172,Minimum KYC,Active,24-07-2019,ESC9362365086994,10000,10000,10000,120000,10000,947184367079
WLT580725142119,137152303372,Full KYC,Active,05-01-2023,ESC9549420885877,200000,200000,200000,2400000,200000,240307673720
WLT193517579237,230824385803,Full KYC,Active,09-07-2020,ESC7205653027244,200000,200000,200000,2400000,200000,994839568129
WLT523866713023,228065435646,Minimum KYC,Active,12-01-2022,ESC1509044671575,10000,10000,10000,120000,10000,9183812328132
WLT293310443420,423247113212,Full KYC,Active,25-05-2023,ESC6412394965300,200000,200000,200000,2400000,200000,9158823312112
WLT194698477930,521718917036,Minimum KYC,Active,11-05-2021,ESC2596280563152,10000,10000,10000,120000,10000,646250329142
WLT402769049928,496253353335,Minimum KYC,Active,13-04-2018,ESC6923928605256,10000,10000,10000,120000,10000,37576677459
WLT518528480337,815161726426,Full KYC,Active,29-02-2016,ESC2767994617258,200000,200000,200000,2400000,200000,58395594291
WLT891839987664,644968091589,Minimum KYC,Active,31-01-2021,ESC6556686585610,10000,10000,10000,120000,10000,7995397833424
WLT608493320602,275884401796,Full KYC,Active,14-03-2020,ESC6883478625880,200000,200000,200000,2400000,200000,40978583491
WLT878108355645,194091566628,Minimum KYC,Suspended,09-12-2021,ESC7233391925097,10000,10000,10000,120000,10000,25997210684097
WLT232659636043,615867307718,Full KYC,Active,20-09-2020,ESC7253282530589,200000,200000,200000,2400000,200000,88242284008
WLT971410496055,292794727647,Full KYC,Active,27-08-2023,ESC8582818786249,200000,200000,200000,2400000,200000,6193143995683
WLT128703866690,929286519655,Full KYC,Active,16-01-2025,ESC2710224877896,200000,200000,200000,2400000,200000,11958751255545
WLT953216701664,842179568774,Full KYC,Closed,16-06-2020,ESC8583997957400,200000,200000,200000,2400000,200000,9100145354599
WLT264674961394,679007393544,Minimum KYC,Active,13-05-2018,ESC5723613762766,10000,10000,10000,120000,10000,82392707163
WLT126956911770,259748507237,Full KYC,Active,25-08-2021,ESC2765297783572,200000,200000,200000,2400000,200000,1622860209770
WLT496751566307,690103087552,Full KYC,Active,14-02-2022,ESC9791408405987,200000,200000,200000,2400000,200000,4725943344677
WLT617023671341,339447246547,Minimum KYC,Active,22-01-2025,ESC1563015080221,10000,10000,10000,120000,10000,9256318681821
WLT494594104550,815890270344,Full KYC,Active,21-02-2021,ESC3150446420869,200000,200000,200000,2400000,200000,8841724584722
WLT164590005686,857774532133,Full KYC,Active,08-06-2020,ESC7029069148699,200000,200000,200000,2400000,200000,82799951167411
WLT998138154967,839008240364,Minimum KYC,Active,09-11-2024,ESC3812603008806,10000,10000,10000,120000,10000,659892370282
WLT105522922698,260105461001,Minimum KYC,Closed,23-07-2019,ESC3272032011871,10000,10000,10000,120000,10000,94090075877
WLT381971997698,777574995198,Full KYC,Active,09-11-2024,ESC7235567632783,200000,200000,200000,2400000,200000,30235709033
WLT202046843978,728513499470,Full KYC,Active,09-04-2023,ESC3158199224671,200000,200000,200000,2400000,200000,9146375216673
WLT706469143290,815959463973,Minimum KYC,Suspended,27-04-2023,ESC9320934255486,10000,10000,10000,120000,10000,82666033266
WLT407251665826,530101808990,Full KYC,Active,13-01-2023,ESC8538759487732,200000,200000,200000,2400000,200000,56300708454414
WLT176676909101,807214440587,Full KYC,Closed,25-02-2022,ESC6399815207151,200000,200000,200000,2400000,200000,4941793402685
WLT051974448249,709354092384,Minimum KYC,Closed,24-01-2024,ESC1597555107671,10000,10000,10000,120000,10000,72225653342094
WLT428779365126,792532708803,Minimum KYC,Active,11-07-2024,ESC5553175244009,10000,10000,10000,120000,10000,7418732061422732
WLT897793329832,455602845581,Full KYC,Active,25-01-2022,ESC4336866370993,200000,200000,200000,2400000,200000,9124027275932
WLT268019033933,254573514821,Minimum KYC,Active,03-01-2022,ESC3573098312331,10000,10000,10000,120000,10000,939505764893
WLT353669383613,580653437281,Full KYC,Suspended,16-11-2020,ESC4567285641980,200000,200000,200000,2400000,200000,316027197474
WLT528675567736,886900793165,Minimum KYC,Active,05-11-2022,ESC1514536477500,10000,10000,10000,120000,10000,802931796937
WLT879735515232,622675653256,Minimum KYC,Active,30-04-2020,ESC5927978545649,10000,10000,10000,120000,10000,30369211036
WLT306314873649,197267014080,Full KYC,Active,19-03-2019,ESC4630929097924,200000,200000,200000,2400000,200000,22926079916
WLT846177246861,796740690516,Full KYC,Closed,01-03-2024,ESC7330488551255,200000,200000,200000,2400000,200000,1312753675801
WLT651563083445,184623192709,Minimum KYC,Active,12-07-2023,ESC8847278358270,10000,10000,10000,120000,10000,57540512890
WLT832922986711,741327766625,Full KYC,Active,22-03-2020,ESC5719452505447,200000,200000,200000,2400000,200000,36000544434
WLT415703166878,275327545125,Minimum KYC,Closed,17-01-2024,ESC9801643600762,10000,10000,10000,120000,10000,32121937018
WLT688996370790,156541629111,Full KYC,Active,19-07-2021,ESC5218060900457,200000,200000,200000,2400000,200000,58251809953472
WLT397710648380,880377542450,Full KYC,Active,30-09-2023,ESC1635527166261,200000,200000,200000,2400000,200000,65852523650
WLT761028021451,506800369842,Full KYC,Closed,14-05-2024,ESC4079051880810,200000,200000,200000,2400000,200000,3074770181464
WLT461192834911,945628615877,Minimum KYC,Active,08-12-2018,ESC4640566974631,10000,10000,10000,120000,10000,16363432857640
WLT662437352483,343475287426,Full KYC,Active,27-04-2020,ESC1144334856857,200000,200000,200000,2400000,200000,216449604949
WLT944814709131,352389209223,Minimum KYC,Active,02-06-2021,ESC7498961909964,10000,10000,10000,120000,10000,659988206449
WLT339638235380,286731777944,Minimum KYC,Active,18-04-2021,ESC1609039790177,10000,10000,10000,120000,10000,53089857826
WLT355766797249,301059738004,Minimum KYC,Active,19-01-2023,ESC1237927030423,10000,10000,10000,120000,10000,7909324341109215
WLT772688199140,456781873508,Full KYC,Active,01-12-2020,ESC9352605377762,200000,200000,200000,2400000,200000,94592384042
WLT014377700835,908473478707,Full KYC,Active,24-11-2019,ESC8645900885409,200000,200000,200000,2400000,200000,81703545569
WLT220756461889,935083889805,Full KYC,Active,22-03-2024,ESC2533639777158,200000,200000,200000,2400000,200000,323797442120
WLT623815552214,486885076516,Full KYC,Active,16-01-2019,ESC1745712784752,200000,200000,200000,2400000,200000,14906487711
WLT383320329144,852310920205,Minimum KYC,Active,29-01-2025,ESC6168714391475,10000,10000,10000,120000,10000,76492286356138
WLT631304578174,319341574827,Full KYC,Active,18-12-2018,ESC7591001542591,200000,200000,200000,2400000,200000,748447851385
WLT067420299416,149910986514,Full KYC,Active,05-08-2022,ESC9198819025797,200000,200000,200000,2400000,200000,1335497184093
WLT703431355827,188888852510,Minimum KYC,Active,31-10-2021,ESC8307959331949,10000,10000,10000,120000,10000,87645029612077
WLT600122334820,811782536281,Full KYC,Active,26-06-2017,ESC6395860149528,200000,200000,200000,2400000,200000,885584025897
WLT293774866474,301040824274,Minimum KYC,Active,04-01-2023,ESC2029404796082,10000,10000,10000,120000,10000,1756803530599948
WLT546586259646,965392644206,Minimum KYC,Active,04-09-2020,ESC9228931372361,10000,10000,10000,120000,10000,9168625341570
WLT763575042534,995356302799,Full KYC,Closed,28-08-2016,ESC4615596662405,200000,200000,200000,2400000,200000,21822364972070
WLT159051112378,445028003387,Minimum KYC,Active,02-03-2018,ESC8709033563140,10000,10000,10000,120000,10000,67326028793244
WLT820530621593,121097412612,Full KYC,Suspended,01-03-2017,ESC2395427862310,200000,200000,200000,2400000,200000,316914365431
WLT514704383426,485311104493,Full KYC,Active,24-09-2019,ESC5895340078672,200000,200000,200000,2400000,200000,3081478745026
WLT216890944204,444405396501,Minimum KYC,Active,25-06-2022,ESC3316563333391,10000,10000,10000,120000,10000,835113098716
WLT102769948692,282414724655,Full KYC,Active,27-01-2020,ESC4724787961381,200000,200000,200000,2400000,200000,90777226099
WLT080996271341,418774746940,Full KYC,Active,22-06-2024,ESC1073202757487,200000,200000,200000,2400000,200000,601882035098
WLT247639748519,820476566293,Minimum KYC,Active,29-06-2024,ESC7828631898852,10000,10000,10000,120000,10000,836853943755
WLT323133631903,455612289552,Full KYC,Closed,01-03-2019,ESC8605767380917,200000,200000,200000,2400000,200000,9175471425063
WLT680917762829,114197373834,Full KYC,Active,07-09-2019,ESC5023985024580,200000,200000,200000,2400000,200000,72782778012
WLT105775797454,317155324885,Full KYC,Active,26-12-2022,ESC9799042352919,200000,200000,200000,2400000,200000,9268298335539
WLT530468265999,877646522335,Minimum KYC,Active,04-11-2019,ESC6172055137025,10000,10000,10000,120000,10000,507846375749
WLT919546397467,650365867684,Full KYC,Active,04-09-2023,ESC1409565004641,200000,200000,200000,2400000,200000,9137906979995
WLT149524375377,535132952580,Minimum KYC,Active,14-11-2020,ESC9998848417478,10000,10000,10000,120000,10000,4928736031908962
WLT751511748050,217214687075,Full KYC,Active,11-03-2024,ESC2942325314795,200000,200000,200000,2400000,200000,64257935025527
WLT198973853561,266432063631,Full KYC,Active,13-09-2022,ESC8239043323530,200000,200000,200000,2400000,200000,49550402058508
WLT025999506400,695489138277,Minimum KYC,Active,11-12-2018,ESC9250048513467,10000,10000,10000,120000,10000,68185270527831
WLT092677638364,682707692040,Full KYC,Suspended,15-10-2024,ESC4920654755825,200000,200000,200000,2400000,200000,9059752678501
WLT511666498864,912425322399,Full KYC,Active,03-04-2023,ESC1512356517106,200000,200000,200000,2400000,200000,96622771139076
WLT444373968255,798304439761,Full KYC,Active,06-09-2020,ESC7055197056252,200000,200000,200000,2400000,200000,82718315663153
WLT822899247414,136140245674,Full KYC,Active,13-12-2024,ESC8388491404805,200000,200000,200000,2400000,200000,59974613033627
WLT432588083273,679711087803,Minimum KYC,Active,06-05-2021,ESC8661084478739,10000,10000,10000,120000,10000,9192116321979
WLT273634301562,557834503795,Full KYC,Active,26-05-2021,ESC8924501852425,200000,200000,200000,2400000,200000,90781540603
WLT255442448841,417729122157,Full KYC,Active,19-06-2023,ESC6593756684040,200000,200000,200000,2400000,200000,885192260310
WLT067794313654,269191361866,Minimum KYC,Active,28-06-2020,ESC3625160397615,10000,10000,10000,120000,10000,13969009814299
WLT359135856861,748914247263,Minimum KYC,Active,23-02-2023,ESC1631905628144,10000,10000,10000,120000,10000,11420943035
WLT616939893068,803584464187,Full KYC,Active,09-04-2016,ESC6529448926619,200000,200000,200000,2400000,200000,261702943080
WLT155667646314,632584659460,Full KYC,Active,09-01-2024,ESC6478168846626,200000,200000,200000,2400000,200000,25632422267
WLT013166678806,759353514229,Full KYC,Active,16-09-2016,ESC9460027488021,200000,200000,200000,2400000,200000,495889240001
WLT292159385219,718982651235,Full KYC,Active,02-09-2022,ESC8235895347147,200000,200000,200000,2400000,200000,765718654917
WLT918027479874,856471244391,Minimum KYC,Suspended,24-02-2022,ESC7011830713329,10000,10000,10000,120000,10000,937111977125
WLT706733117954,115245407422,Minimum KYC,Active,12-02-2024,ESC5880697090366,10000,10000,10000,120000,10000,3913549441504463
WLT819752847794,291331184672,Full KYC,Active,03-07-2022,ESC7855200929983,200000,200000,200000,2400000,200000,277391561187
WLT379908671316,476318422736,Minimum KYC,Active,16-05-2023,ESC1564261633541,10000,10000,10000,120000,10000,99576575904588
WLT537657801506,494941948589,Minimum KYC,Active,05-12-2022,ESC9016969885902,10000,10000,10000,120000,10000,4044811838923295
WLT037815242113,585975588209,Full KYC,Active,16-09-2022,ESC1095697398093,200000,200000,200000,2400000,200000,13411993076776
WLT253402268118,574568809941,Full KYC,Active,30-07-2020,ESC6845178107520,200000,200000,200000,2400000,200000,87534879950
WLT117834479991,272722502719,Full KYC,Active,07-05-2021,ESC1788458463503,200000,200000,200000,2400000,200000,6566369424027748
WLT124732450868,400408755515,Minimum KYC,Active,30-01-2025,ESC9780613474488,10000,10000,10000,120000,10000,92218557439
WLT648074425009,625735745614,Full KYC,Active,08-11-2023,ESC7122307596502,200000,200000,200000,2400000,200000,279643535771
WLT971625479375,517710569181,Full KYC,Active,07-07-2022,ESC5861573045897,200000,200000,200000,2400000,200000,9221056493188
WLT234466243435,414919779870,Minimum KYC,Active,21-01-2019,ESC4637125461067,10000,10000,10000,120000,10000,9276027131708
WLT126212115052,637311591592,Full KYC,Active,22-12-2024,ESC7108056217637,200000,200000,200000,2400000,200000,67513959733000
WLT680335729192,948316653474,Minimum KYC,Closed,17-06-2024,ESC4452691020848,10000,10000,10000,120000,10000,41186165799
WLT673507263807,510448745177,Minimum KYC,Active,03-10-2015,ESC1578729565469,10000,10000,10000,120000,10000,57852892253
WLT288613213226,252090582082,Full KYC,Active,11-06-2017,ESC2372167585639,200000,200000,200000,2400000,200000,52675604431
WLT681612874789,923475121970,Full KYC,Active,28-01-2022,ESC9092414725990,200000,200000,200000,2400000,200000,596224024329
WLT050969645158,478674374243,Minimum KYC,Active,13-11-2016,ESC5616165986112,10000,10000,10000,120000,10000,6410423336657518
WLT418249496518,736591038802,Full KYC,Active,02-09-2022,ESC7072944207263,200000,200000,200000,2400000,200000,84325439623577
WLT186722484418,678381056893,Minimum KYC,Active,15-03-2022,ESC6461553899799,10000,10000,10000,120000,10000,18959990432
WLT791425808312,273712877652,Full KYC,Suspended,03-04-2017,ESC4174365842955,200000,200000,200000,2400000,200000,52670533753
WLT205499618286,179513068521,Full KYC,Active,24-07-2019,ESC4399101919411,200000,200000,200000,2400000,200000,80804842815
WLT775385844567,768173228258,Minimum KYC,Suspended,02-12-2019,ESC2090751726078,10000,10000,10000,120000,10000,48433155118369
WLT647818339557,535780520721,Full KYC,Active,30-01-2024,ESC8172815130973,200000,200000,200000,2400000,200000,32252682044
WLT870665918816,812431544838,Full KYC,Active,05-08-2020,ESC1148737255774,200000,200000,200000,2400000,200000,31078379662
WLT801736904829,437264900240,Minimum KYC,Active,25-02-2018,ESC9098813563270,10000,10000,10000,120000,10000,64655948356
WLT129292740519,189152552108,Minimum KYC,Active,15-09-2024,ESC9659751702486,10000,10000,10000,120000,10000,59993921628
WLT165393995176,360245919652,Full KYC,Active,05-01-2022,ESC9282731566244,200000,200000,200000,2400000,200000,109540288129
WLT393648462862,309493777116,Full KYC,Active,21-08-2024,ESC2468465469989,200000,200000,200000,2400000,200000,9139510637193
WLT084424934019,672373646494,Full KYC,Active,25-07-2019,ESC5859928255819,200000,200000,200000,2400000,200000,3643353137799201
WLT216611729901,858382267699,Full KYC,Active,14-10-2024,ESC3941961071274,200000,200000,200000,2400000,200000,44676891844999
WLT656229780719,841826077798,Full KYC,Active,24-12-2024,ESC7201953032340,200000,200000,200000,2400000,200000,2683600861774
WLT810302149223,607136110737,Minimum KYC,Active,28-02-2024,ESC6235562299187,10000,10000,10000,120000,10000,58996880410545
WLT992524286471,191099687291,Minimum KYC,Active,13-12-2023,ESC8533704096732,10000,10000,10000,120000,10000,72846668614800
WLT201223805340,214562165650,Minimum KYC,Active,06-05-2019,ESC8348727034699,10000,10000,10000,120000,10000,99798937583744
WLT142749318949,995479866146,Minimum KYC,Active,02-02-2023,ESC1202046579798,10000,10000,10000,120000,10000,9213530794961
WLT927647441032,274219329002,Minimum KYC,Active,19-09-2024,ESC7677115233202,10000,10000,10000,120000,10000,73720482915
WLT007332189330,720511001957,Full KYC,Active,29-07-2021,ESC5391833773800,200000,200000,200000,2400000,200000,19433251459
WLT716222855623,662273831554,Full KYC,Suspended,27-03-2022,ESC8287980158683,200000,200000,200000,2400000,200000,200905411723
WLT757326811508,513894632753,Full KYC,Active,01-05-2023,ESC7865498505073,200000,200000,200000,2400000,200000,10437943612684
WLT626116360613,101508166988,Full KYC,Active,18-10-2024,ESC1492913044533,200000,200000,200000,2400000,200000,71010828254533
WLT848357438282,823971095111,Full KYC,Active,20-07-2023,ESC3636098161118,200000,200000,200000,2400000,200000,25275401467
WLT665229066439,875670521927,Full KYC,Active,06-01-2022,ESC2077906779638,200000,200000,200000,2400000,200000,6321044762707
WLT805150790227,325757591531,Full KYC,Active,25-01-2017,ESC8303414679027,200000,200000,200000,2400000,200000,9173201831075
WLT631243957475,289630252295,Minimum KYC,Active,15-08-2023,ESC3705604512998,10000,10000,10000,120000,10000,18733196095
WLT433230662167,666893436741,Full KYC,Active,23-06-2019,ESC8851527184939,200000,200000,200000,2400000,200000,85985008546
WLT727577895864,837532642411,Full KYC,Active,05-07-2022,ESC6689217266368,200000,200000,200000,2400000,200000,60813853661259
WLT862305063003,550945986328,Full KYC,Active,24-06-2023,ESC7024311015971,200000,200000,200000,2400000,200000,2750704650290
WLT270956229529,808795938818,Full KYC,Active,06-09-2024,ESC2783448349926,200000,200000,200000,2400000,200000,9888433854411293
WLT904235767682,305971547236,Minimum KYC,Active,26-06-2023,ESC5164330933438,10000,10000,10000,120000,10000,9211193108848
WLT106843706581,927037515722,Full KYC,Active,25-04-2021,ESC8521236143508,200000,200000,200000,2400000,200000,64130990965
WLT523315425300,498976169855,Minimum KYC,Active,26-08-2024,ESC5802621311993,10000,10000,10000,120000,10000,40623488445151
WLT861819512894,882446297286,Full KYC,Suspended,03-06-2022,ESC8190028617926,200000,200000,200000,2400000,200000,668363904953
WLT286973636756,164427400047,Minimum KYC,Active,07-06-2023,ESC6700810057501,10000,10000,10000,120000,10000,57592561639985
WLT102562986214,670913091329,Full KYC,Active,20-04-2023,ESC8350037361500,200000,200000,200000,2400000,200000,45772827852790
WLT861005881049,302422613798,Full KYC,Active,19-04-2017,ESC3900123709323,200000,200000,200000,2400000,200000,68305521518
WLT662035100165,638481999924,Minimum KYC,Active,06-12-2022,ESC7837308121696,10000,10000,10000,120000,10000,97116620029
WLT473187783146,202965994275,Full KYC,Active,25-12-2024,ESC7616383893257,200000,200000,200000,2400000,200000,31183924044
WLT160527579923,130079195114,Full KYC,Active,30-07-2021,ESC6289955403813,200000,200000,200000,2400000,200000,91394039089
WLT528525093880,338227323756,Minimum KYC,Active,23-06-2018,ESC9874698509807,10000,10000,10000,120000,10000,3826435049192388
WLT086784377629,893481310436,Full KYC,Active,09-03-2024,ESC9429512589144,200000,200000,200000,2400000,200000,6739315589389
WLT767164770203,593028891533,Full KYC,Active,25-04-2020,ESC2036759826557,200000,200000,200000,2400000,200000,928173819214
WLT006340228130,886828831822,Full KYC,Active,29-08-2022,ESC2762778029345,200000,200000,200000,2400000,200000,634024537580
WLT591289427428,717421950271,Full KYC,Active,24-03-2017,ESC5573720446500,200000,200000,200000,2400000,200000,8502402653066
WLT509832969115,712257162366,Minimum KYC,Suspended,05-11-2020,ESC2252953180479,10000,10000,10000,120000,10000,64948954529226
WLT633806166840,974429624438,Full KYC,Active,24-07-2021,ESC1514045870312,200000,200000,200000,2400000,200000,85042960510
WLT335367420218,121874504986,Full KYC,Active,14-06-2022,ESC4655310744704,200000,200000,200000,2400000,200000,9154417094208497
WLT437141763206,272534596752,Full KYC,Active,04-01-2025,ESC8183959251111,200000,200000,200000,2400000,200000,43751495573
WLT400953279709,136300231961,Full KYC,Active,09-05-2021,ESC7959266325320,200000,200000,200000,2400000,200000,421902851556
WLT774631047783,694873363223,Full KYC,Active,31-07-2022,ESC6221108340571,200000,200000,200000,2400000,200000,875475780452
WLT005712196670,661621636875,Minimum KYC,Active,10-01-2024,ESC3391494160400,10000,10000,10000,120000,10000,3436826106061
WLT922351318527,204539588849,Full KYC,Active,05-07-2018,ESC7372904743713,200000,200000,200000,2400000,200000,1481191384346357
WLT613858080558,764888181535,Full KYC,Active,20-02-2024,ESC3797225832464,200000,200000,200000,2400000,200000,48764046211
WLT262986347738,960809171779,Full KYC,Active,21-11-2024,ESC2054201094155,200000,200000,200000,2400000,200000,704946676282
WLT537904642740,811171948111,Full KYC,Active,07-07-2021,ESC9699819885661,200000,200000,200000,2400000,200000,15437270476
WLT447861280697,164065756172,Minimum KYC,Active,14-11-2024,ESC4504455695501,10000,10000,10000,120000,10000,2532544378879968
WLT196212346975,838018636669,Minimum KYC,Active,24-04-2019,ESC1559406578098,10000,10000,10000,120000,10000,698029267580
WLT711445737982,290816839865,Full KYC,Active,28-03-2019,ESC5585165515456,200000,200000,200000,2400000,200000,1177989107389264
WLT998646027229,592805642556,Full KYC,Active,18-06-2024,ESC2548590000234,200000,200000,200000,2400000,200000,62474746310
WLT059326724637,211342338292,Full KYC,Active,17-03-2023,ESC9450286691087,200000,200000,200000,2400000,200000,615246523218
WLT214249654539,992971482702,Full KYC,Active,19-03-2020,ESC4770504007163,200000,200000,200000,2400000,200000,56676449166654
WLT088336226261,232674333083,Full KYC,Active,07-05-2023,ESC6511211697092,200000,200000,200000,2400000,200000,5656422857304091
WLT280372661718,587974708317,Full KYC,Active,28-11-2023,ESC2118742812498,200000,200000,200000,2400000,200000,84153415923676
WLT288424054921,321828097936,Full KYC,Active,07-03-2021,ESC7375186293365,200000,200000,200000,2400000,200000,33101786981317
WLT006045688426,714691135949,Full KYC,Active,10-11-2024,ESC3644687254240,200000,200000,200000,2400000,200000,70427261811968
WLT996727426927,780117499979,Full KYC,Active,12-01-2025,ESC2784047646796,200000,200000,200000,2400000,200000,8685120862469
WLT007494715552,310742242302,Minimum KYC,Active,02-03-2024,ESC7748835360123,10000,10000,10000,120000,10000,805857344789
WLT503666656831,244049912883,Full KYC,Active,15-04-2021,ESC6268092214628,200000,200000,200000,2400000,200000,99484263537
WLT056701379781,558354587990,Full KYC,Active,06-06-2024,ESC1676015995574,200000,200000,200000,2400000,200000,7634664135931969
